N°DPE,Date_établissement_DPE,Etiquette_DPE,Etiquette_GES,Surface_habitable_logement,Type_bâtiment,Année_construction,Adresse_(BAN),Code_postal_(BAN),Code_INSEE_(BAN),Identifiant__BAN,Score_BAN,Conso_5_usages_par_m²_é_primaire,Emission_GES_5_usages_par_m²,Coordonnée_cartographique_X_(BAN),Coordonnée_cartographique_Y_(BAN),id_parcelle_rapprochee
2333E0000873,2022-12-01,A,D,,maison,1962,92 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_6104_00092,0.71,64.1,1.9,-0.5792,44.8378,33063000E0493
2317E0000891,2023-04-19,D,E,94.0,maison,1983,67 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_1681_00067,0.98,224.6,5.9,-0.9628,45.9414,17300000Z0505
2324E0000313,2022-01-08,E,B,71.0,maison,1890,20 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8265_00020,0.88,295.4,14.79,0.557,45.087,24016000C0206
2324E0000568,2024-05-28,C,E,89.0,maison,1975,64 IMPASSE DES VIGNES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8259_00064,0.95,152.2,12.14,0.557,45.087,24016000C0355
2324E0000045,2022-04-11,C,D,95.0,appartement,2011,144 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6748_00144,0.95,136.0,2.73,0.557,45.087,24016000A0725
2317E0000390,2022-08-26,G,B,109.0,maison,1930,118 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_3192_00118,0.95,421.1,23.45,-0.9628,45.9414,17300000B0673
2317E0000385,2024-11-19,C,D,149.0,maison,1962,83 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_6768_00083,0.95,121.1,9.08,-0.9628,45.9414,17300000D0780
2333E0000589,2022-02-21,D,D,105.0,maison,2011,54 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_5319_00054,0.88,199.4,7.27,-0.5792,44.8378,33063000C0587
2333E0000099,2021-12-23,G,B,155.0,maison,1975,125 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_5987_00125,0.88,516.7,45.37,-0.5792,44.8378,33063000E0636
2324E0000368,2022-01-04,D,G,85.0,appartement,1983,155 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1631_00155,0.88,204.1,11.18,0.557,45.087,24016000C0207
2333E0000820,2022-03-30,G,D,60.0,appartement,1975,169 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_2551_00169,0.98,407.3,8.51,-0.5792,44.8378,33063000B0553
2324E0000604,2022-11-19,E,E,101.0,maison,2011,132 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1299_00132,0.98,260.1,15.43,0.557,45.087,24016000Z0689
2324E0000734,2021-08-17,C,F,120.0,maison,1983,72 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9986_00072,0.95,159.4,5.13,0.557,45.087,24016000C0633
2324E0000745,2023-02-06,D,E,42.0,appartement,1975,74 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5272_00074,0.95,182.4,10.97,0.557,45.087,24016000D0893
2324E0000436,2022-12-21,B,C,141.0,maison,1983,113 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1930_00113,0.92,87.1,7.19,0.557,45.087,24016000C0902
2324E0000462,2024-11-04,D,C,51.8,appartement,1983,1 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8675_00001,0.71,195.5,15.75,0.557,45.087,24016000E0266
2317E0000668,2022-06-24,G,C,165.0,maison,1994,157 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_8001_00157,0.71,455.8,38.54,-0.9628,45.9414,17300000D0872
2333E0000792,2021-05-22,E,E,184.0,maison,2011,100 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_9513_00100,0.92,312.8,9.88,-0.5792,44.8378,33063000B0773
2324E0000166,2022-03-25,E,D,40.0,appartement,1930,156 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5126_00156,0.55,269.6,10.13,0.557,45.087,24016000A0561
2324E0000410,2023-03-19,D,D,,appartement,1890,171 ROUTE DE PERIGUEUX 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_3764_00171,0.71,174.8,8.76,0.557,45.087,24016000E0602
2324E0000004,2021-08-18,D,E,,maison,2011,41 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2826_00041,0.98,227.2,6.91,0.557,45.087,24016000A0339
2333E0000384,2022-01-31,C,E,88.0,appartement,1975,140 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_1986_00140,0.95,157.0,12.74,-0.5792,44.8378,33063000A0930
2333E0000094,2024-08-30,E,G,92.0,maison,1975,159 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_4265_00159,0.92,251.8,7.73,-0.5792,44.8378,33063000Z0931
COR-ET5,2021-05-16,-,E,61.0,appartement,2011,63 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8246_00063,0.95,140.6,11.27,0.557,45.087,24016000A0062
2317E0000189,2021-05-15,E,B,130.0,maison,1975,17 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_3279_00017,0.92,280.6,20.23,-0.9628,45.9414,17300000D0692
2324E0000601,2024-06-27,E,C,89.0,maison,1994,48 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_3914_00048,0.92,263.2,8.3,0.557,45.087,24016000B0292
2333E0000103,2021-05-24,E,E,81.0,appartement,1890,92 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_9692_00092,0.92,245.3,19.49,-0.5792,44.8378,33063000E0017
2333E0000793,2021-08-04,G,B,44.0,appartement,1975,140 COURS DE L ARGONNE 33000 BORDEAUX,33000,33063,33063_1663_00140,0.95,521.9,43.73,-0.5792,44.8378,33063000D0425
2324E0000305,2023-03-05,F,D,,maison,1975,101 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7070_00101,0.95,320.1,25.19,0.557,45.087,24016000A0854
2324E0000311,2023-12-03,C,F,93.0,appartement,1983,113 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8011_00113,0.92,146.4,3.35,0.557,45.087,24016000B0860
2317E0000010,2022-12-10,F,B,52.0,appartement,2003,13 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_8157_00013,0.92,363.9,22.5,-0.9628,45.9414,17300000C0588
2333E0000294,2022-05-20,F,F,85.0,appartement,1983,93 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_8957_00093,0.98,330.6,12.6,-0.5792,44.8378,33063000A0082
2317E0000352,2023-01-04,D,E,133.0,maison,2011,157 RUE GAMBETTA 17300 ROCHEFORT,17300,17300,17300_7522_00157,0.95,195.7,17.0,-0.9628,45.9414,17300000C0551
2324E0000777,2023-09-01,D,F,137.0,maison,1994,115 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1479_00115,0.95,219.5,6.29,0.557,45.087,24016000C0983
2324E0000074,2023-04-14,E,D,134.0,maison,1930,104 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6884_00104,0.95,286.5,10.24,0.557,45.087,24016000E0573
2333E0000437,2022-03-19,E,B,74.0,appartement,1975,79 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_6718_00079,0.88,242.8,7.08,-0.5792,44.8378,33063000E0199
2333E0000642,2023-03-24,E,D,52.0,appartement,1890,109 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_1245_00109,0.95,263.8,14.07,-0.5792,44.8378,33063000C0753
2324E0000493,2023-11-14,F,D,69.0,appartement,2019,110 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6869_00110,0.92,407.9,18.1,0.557,45.087,24016000A0715
2317E0000266,2021-08-22,C,E,158.0,maison,1983,165 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_8164_00165,0.88,137.9,11.8,-0.9628,45.9414,17300000Z0761
2324E0000327,2023-08-30,E,F,67.0,appartement,1930,108 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1885_00108,0.98,287.9,14.93,0.557,45.087,24016000B0408
2317E0000404,2022-05-30,B,E,45.0,appartement,1930,122 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_7408_00122,0.98,101.3,8.29,-0.9628,45.9414,17300000B0518
2324E0000121,2023-03-25,C,B,93.0,appartement,1983,175 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_3585_00175,0.88,119.1,8.02,0.557,45.087,24016000A0941
2324E0000466,2023-05-06,F,E,78.0,appartement,2003,70 IMPASSE DES VIGNES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9625_00070,0.92,348.8,9.3,0.557,45.087,24016000B0253
2333E0000781,2024-05-30,E,C,130.0,maison,2019,20 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_5558_00020,0.55,297.4,16.88,-0.5792,44.8378,33063000D0743
COR-DT1,,G,D,197.0,maison,,42 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_3314_00042,0.92,501.8,31.25,-0.5792,44.8378,33063000Z0477
2333E0000809,2024-03-12,F,G,99.0,maison,1962,141 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_6029_00141,0.95,345.6,29.77,-0.5792,44.8378,33063000D0939
2324E0000421,2024-01-26,D,E,56.0,appartement,2019,22 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7503_00022,0.98,216.7,18.64,0.557,45.087,24016000B0845
2324E0000770,2023-06-26,G,E,194.0,maison,1975,180 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2080_00180,0.55,527.4,33.68,0.557,45.087,24016000D0946
2324E0000656,2023-04-05,E,F,91.0,appartement,1930,15 IMPASSE DES VIGNES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4522_00015,0.92,255.0,9.31,0.557,45.087,24016000E0612
2333E0000458,2022-11-17,D,C,111.0,maison,1983,21 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_5521_00021,0.98,223.6,20.09,-0.5792,44.8378,33063000Z0423
2317E0000291,2021-12-22,F,F,,maison,1962,154 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_8437_00154,0.88,358.7,9.69,-0.9628,45.9414,17300000E0753
2317E0000488,2023-10-12,E,C,133.0,maison,2011,91 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_7422_00091,0.92,309.5,19.65,-0.9628,45.9414,17300000E0129
2333E0000444,2023-06-09,B,D,182.0,maison,1975,147 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_2069_00147,0.88,81.1,6.48,-0.5792,44.8378,33063000D0965
2324E0000228,2024-08-07,E,E,142.0,maison,1975,165 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1707_00165,0.71,252.7,15.6,0.557,45.087,24016000C0660
2324E0000116,2024-09-14,D,G,101.0,maison,2019,140 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9161_00140,0.88,216.4,9.02,0.557,45.087,24016000D0114
2324E0000338,2023-12-13,D,E,88.0,maison,1962,150 ROUTE DE PERIGUEUX 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7834_00150,0.98,188.4,11.16,0.557,45.087,24016000B0560
2317E0000012,2024-05-24,D,F,61.0,appartement,1962,15 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_2859_00015,0.98,206.4,5.78,-0.9628,45.9414,17300000D0176
2324E0000192,2023-07-27,E,E,173.0,maison,1930,170 IMPASSE DES VIGNES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4487_00170,0.55,292.5,16.3,0.557,45.087,24016000B0122
2333E0000468,2021-09-27,C,G,189.0,maison,1930,152 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_7618_00152,0.92,142.0,3.66,-0.5792,44.8378,33063000Z0551
2317E0000544,2023-08-06,C,D,83.0,appartement,1962,79 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_1852_00079,0.92,137.9,10.1,-0.9628,45.9414,17300000Z0919
2333E0000502,2023-12-16,B,D,72.0,appartement,,63 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_5936_00063,0.88,102.9,6.03,-0.5792,44.8378,33063000C0171
2324E0000882,2023-09-04,G,D,52.0,appartement,2003,73 ROUTE DE PERIGUEUX 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4121_00073,0.98,528.7,31.78,0.557,45.087,24016000C0727
2317E0000598,2022-01-02,G,D,65.0,appartement,1890,139 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_7480_00139,0.95,454.3,26.79,-0.9628,45.9414,17300000E0514
2333E0000017,2022-11-05,E,G,31.0,appartement,1930,72 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_7467_00072,0.95,298.8,14.43,-0.5792,44.8378,33063000B0927
2333E0000113,2022-10-22,F,E,153.0,maison,,126 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_3897_00126,0.98,397.6,30.25,-0.5792,44.8378,33063000C0925
2324E0000265,2023-06-02,A,E,84.0,appartement,1930,85 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9991_00085,0.98,51.5,1.77,0.557,45.087,24016000E0159
2324E0000097,2023-03-27,C,D,196.0,maison,1994,59 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9835_00059,0.95,119.7,5.97,0.557,45.087,24016000D0482
2324E0000058,2021-09-28,E,F,58.0,appartement,2019,43 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7764_00043,0.95,277.4,24.66,0.557,45.087,24016000B0081
2333E0000302,2022-08-18,E,C,168.0,maison,1983,40 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_2836_00040,0.95,266.8,16.34,-0.5792,44.8378,33063000C0642
2317E0000309,2022-01-11,A,E,181.0,maison,1975,88 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_6247_00088,0.98,64.0,1.82,-0.9628,45.9414,17300000E0870
2324E0000382,2022-02-02,D,D,174.0,maison,2003,125 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7762_00125,0.55,202.4,7.48,0.557,45.087,24016000A0039
2317E0000584,2020-10-14,E,B,98.0,maison,1962,16 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_8033_00016,0.95,238.4,21.25,-0.9628,45.9414,17300000Z0095
2324E0000240,2024-02-09,E,E,59.0,appartement,2003,74 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9806_00074,0.98,320.2,21.13,0.557,45.087,24016000A0230
2317E0000035,2023-12-01,F,D,134.0,appartement,1962,17 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_2844_00017,0.88,345.7,12.88,-0.9628,45.9414,17300000Z0817
2324E0000145,2024-06-03,E,C,30.0,appartement,2011,118 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2946_00118,0.98,290.3,24.71,0.557,45.087,24016000D0771
2333E0000027,2022-03-13,D,D,148.0,maison,2011,155 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_6477_00155,0.55,210.3,12.2,-0.5792,44.8378,33063000E0239
2333E0000258,2021-10-08,E,D,210.0,maison,2003,36 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_6178_00036,0.92,283.9,22.51,-0.5792,44.8378,33063000E0930
2317E0000695,2021-08-08,D,F,120.0,maison,,134 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_2574_00134,0.55,189.1,14.15,-0.9628,45.9414,17300000Z0395
2317E0000609,2021-03-12,C,F,182.0,maison,1962,57 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_1175_00057,0.92,127.0,5.93,-0.9628,45.9414,17300000B0080
2324E0000509,2023-05-26,G,D,190.0,maison,1962,150 ROUTE DE PERIGUEUX 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4861_00150,0.95,529.0,14.71,0.557,45.087,24016000Z0101
2324E0000383,2022-10-30,B,D,108.0,maison,2019,157 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5096_00157,0.92,80.0,3.9,0.557,45.087,24016000B0850
2333E0000174,2023-02-03,D,C,294.1,maison,2003,170 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_8342_00170,0.55,215.9,14.2,-0.5792,44.8378,33063000C0549
2317E0000131,2022-10-17,F,E,44.0,appartement,2011,8 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_5743_00008,0.95,386.0,30.07,-0.9628,45.9414,17300000A0118
2333E0000501,2022-04-30,D,F,165.0,maison,2011,66 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_6532_00066,0.98,187.2,5.07,-0.5792,44.8378,33063000E0297
2324E0000808,2024-05-14,G,D,51.0,appartement,1930,132 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7632_00132,0.92,520.5,27.92,0.557,45.087,24016000Z0649
2317E0000048,2022-06-10,B,C,172.0,maison,2019,37 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_6793_00037,0.95,85.3,3.07,-0.9628,45.9414,17300000B0379
2333E0000549,2022-07-23,E,C,92.0,appartement,1983,100 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_2670_00100,0.95,283.1,11.47,-0.5792,44.8378,33063000E0386
2333E0000221,2023-07-12,E,C,75.0,maison,2011,50 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_5516_00050,0.92,287.5,25.83,-0.5792,44.8378,33063000Z0109
2324E0000608,2023-05-30,D,C,88.0,appartement,1890,59 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6882_00059,0.92,195.8,17.09,0.557,45.087,24016000D0594
2333E0000415,2024-02-12,B,E,84.0,appartement,1994,9 COURS DE L ARGONNE 33000 BORDEAUX,33000,33063,33063_9839_00009,0.95,99.8,5.58,-0.5792,44.8378,33063000E0149
2317E0000429,2023-09-14,D,D,59.0,appartement,2011,103 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_5766_00103,0.92,227.4,9.41,-0.9628,45.9414,17300000C0380
2317E0000706,2022-12-15,D,B,97.0,maison,2011,167 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_3130_00167,0.98,205.0,16.38,-0.9628,45.9414,17300000E0583
2324E0000199,2023-10-20,E,D,110.0,maison,1930,179 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2470_00179,0.88,269.1,17.28,0.557,45.087,24016000C0234
2333E0000358,2024-02-08,D,G,,appartement,1975,35 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_5368_00035,0.98,195.5,9.18,-0.5792,44.8378,33063000E0066
2324E0000117,2022-04-02,B,D,154.0,maison,,80 ROUTE DE PERIGUEUX 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6606_00080,0.92,87.4,3.71,0.557,45.087,24016000Z0805
2333E0000712,2022-05-19,E,F,30.0,appartement,1975,110 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_5909_00110,0.95,295.1,10.51,-0.5792,44.8378,33063000D0520
2333E0000413,2023-04-26,C,C,198.0,maison,1962,24 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_3835_00024,0.92,137.3,11.78,-0.5792,44.8378,33063000A0426
2324E0000799,2023-09-07,D,E,92.0,maison,2011,138 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9055_00138,0.95,192.6,16.04,0.557,45.087,24016000C0976
2333E0000472,2020-12-04,F,E,87.0,appartement,1890,130 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_1962_00130,0.98,384.1,14.97,-0.5792,44.8378,33063000D0779
2324E0000683,2022-10-20,F,D,120.0,maison,2019,169 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5961_00169,0.95,337.0,8.54,0.557,45.087,24016000B0657
2324E0000634,2022-05-29,D,C,,maison,1962,177 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5195_00177,0.55,225.1,14.73,0.557,45.087,24016000B0314
2324E0000153,2022-05-20,B,D,174.0,maison,,169 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7538_00169,0.95,85.3,2.16,0.557,45.087,24016000D0085
2324E0000843,2021-10-09,B,D,197.0,maison,1930,141 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1411_00141,0.95,100.7,4.08,0.557,45.087,24016000B0508
2317E0000625,2023-02-25,D,C,177.0,maison,2011,3 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_8509_00003,0.55,183.2,9.65,-0.9628,45.9414,17300000A0822
2333E0000669,2022-04-24,F,D,52.0,appartement,1890,76 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_3887_00076,0.71,377.3,32.31,-0.5792,44.8378,33063000B0730
2324E0000150,2022-02-13,E,C,31.0,maison,2019,172 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2326_00172,0.98,296.1,23.47,0.557,45.087,24016000Z0852
2333E0000110,2023-10-06,D,F,130.0,maison,2019,89 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_3742_00089,0.88,226.0,11.58,-0.5792,44.8378,33063000B0417
2317E0000520,2023-01-20,F,G,189.0,maison,2011,4 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_3449_00004,0.98,372.8,24.52,-0.9628,45.9414,17300000Z0775
2333E0000587,2024-02-04,E,G,78.0,appartement,1994,142 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_9768_00142,0.88,291.1,12.69,-0.5792,44.8378,33063000B0695
2324E0000700,2024-03-06,D,E,122.0,appartement,1930,165 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5643_00165,0.88,182.8,12.86,0.557,45.087,24016000C0609
2333E0000207,2022-06-07,F,F,28.0,maison,2003,163 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_3149_00163,0.95,388.7,21.07,-0.5792,44.8378,33063000C0135
2317E0000231,2024-02-25,D,F,85.0,appartement,1975,10 RUE SAINTE CATHERINE 17300 ROCHEFORT,17300,17300,17300_6862_00010,0.98,217.2,16.9,-0.9628,45.9414,17300000B0978
2333E0000540,2021-07-31,E,F,197.0,maison,1930,117 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_1983_00117,0.92,251.4,15.62,-0.5792,44.8378,33063000E0205
2333E0000286,2024-05-27,G,E,76.0,appartement,1930,113 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_8294_00113,0.71,406.2,26.0,-0.5792,44.8378,33063000C0552
2333E0000531,2023-02-05,F,G,77.0,appartement,1983,124 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_2053_00124,0.92,306.6,13.22,-0.5792,44.8378,33063000D0266
2333E0000104,2021-01-10,C,D,85.0,appartement,,158 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_9977_00158,0.92,122.9,3.06,-0.5792,44.8378,33063000C0928
2317E0000373,2023-11-16,D,D,83.0,appartement,2019,113 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_9327_00113,0.98,180.4,6.71,-0.9628,45.9414,17300000Z0831
2333E0000635,2023-02-18,G,D,39.0,appartement,1890,70 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_1452_00070,0.95,466.5,38.29,-0.5792,44.8378,33063000E0720
2333E0000384,2022-01-31,C,E,88.0,appartement,1975,140 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_1986_00140,0.95,157.0,12.74,-0.5792,44.8378,33063000A0930
2324E0000124,2023-07-25,B,F,65.0,appartement,1962,55 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7224_00055,0.98,101.1,7.7,0.557,45.087,24016000D0133
2324E0000351,2022-08-09,D,E,94.0,maison,1975,64 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2533_00064,0.98,187.7,12.52,0.557,45.087,24016000C0171
2333E0000303,2024-03-01,C,D,110.0,maison,2003,168 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_7461_00168,0.92,124.4,3.02,-0.5792,44.8378,33063000C0017
2333E0000370,2023-02-06,D,D,176.0,maison,1962,31 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_6821_00031,0.55,194.8,4.71,-0.5792,44.8378,33063000A0759
2333E0000718,2022-01-04,D,E,186.0,maison,1983,1 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_4238_00001,0.92,221.5,19.46,-0.5792,44.8378,33063000A0098
2333E0000863,2021-11-17,E,F,47.0,appartement,,104 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_3140_00104,0.95,308.6,8.19,-0.5792,44.8378,33063000D0548
2317E0000840,2023-08-18,E,E,155.0,maison,2019,138 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_3960_00138,0.95,249.8,13.19,-0.9628,45.9414,17300000C0383
2333E0000756,2023-01-12,D,C,122.0,maison,2011,157 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_5536_00157,0.55,205.2,13.42,-0.5792,44.8378,33063000D0321
2333E0000093,2023-03-10,E,E,192.0,maison,2003,8 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_8417_00008,0.95,321.6,26.67,-0.5792,44.8378,33063000C0879
2317E0000871,2022-10-30,E,G,,appartement,2011,138 RUE GAMBETTA 17300 ROCHEFORT,17300,17300,17300_2768_00138,0.92,298.1,8.99,-0.9628,45.9414,17300000A0888
2317E0000043,2024-02-16,D,C,42.0,appartement,1983,122 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_5485_00122,0.98,171.1,9.55,-0.9628,45.9414,17300000B0951
2333E0000340,2022-11-06,D,B,87.0,appartement,1962,118 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_2644_00118,0.71,223.1,6.39,-0.5792,44.8378,33063000B0148
2324E0000108,2021-05-13,F,E,73.3,appartement,1890,124 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5067_00124,0.95,335.2,20.82,0.557,45.087,24016000C0563
2333E0000457,2022-02-08,F,F,167.7,appartement,1975,175 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_3831_00175,0.95,400.5,20.66,-0.5792,44.8378,33063000D0311
2324E0000859,2022-11-20,E,D,143.0,maison,2003,178 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8348_00178,0.98,280.7,17.51,0.557,45.087,24016000E0607
2333E0000167,2024-05-03,C,A,43.0,appartement,2011,84 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_7427_00084,0.92,133.5,11.36,-0.5792,44.8378,33063000A0548
2317E0000707,2021-06-03,G,D,84.0,appartement,1994,105 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_6002_00105,0.98,418.2,30.79,-0.9628,45.9414,17300000D0853
