id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
2023-100829,2024-04-15,1,Vente,250199.78,153,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0367,2,1,Maison,164,6,246,0.536664,45.105709
2023-100495,2024-03-03,1,Vente,2142090.9,58,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000Z0743,1,2,Appartement,59,2,,-0.55296,44.839571
2023-100529,2025-03-21,1,Vente,62089.2,69,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0394,0,2,Appartement,44,1,,0.523396,45.119864
2023-100699,2024-11-23,1,Vente,78172.42,58,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000Z0244,1,2,Appartement,31,1,,-0.942683,45.949946
2023-100137,2024-10-11,1,Vente,455064.88,39,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000C0327,0,1,Maison,151,5,1002,-0.928318,45.9064
2023-100039,2024-10-13,1,Vente,384552.15,86,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000A0716,1,1,Maison,104,4,2337,-0.587661,44.799345
2023-100297,2023-10-08,1,Vente,436291.02,5,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000B0306,0,1,Maison,89,3,2014,-0.546838,44.806743
2023-COR-S3,2024-02-12,1,Vente,747066.23,116,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000B0431,0,1,Maison,,6,1094,-0.562972,44.860302
2023-100715,2023-07-11,1,Vente,174603.16,173,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000Z0788,2,2,Appartement,45,2,,-0.535458,44.874572
2023-100130,2023-05-11,1,Vente,245979.88,135,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0985,1,1,Maison,113,5,1300,0.588602,45.114841
2023-100364,2024-08-21,1,Vente,1159814.04,87,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000A0095,0,1,Maison,203,7,317,-0.577115,44.838893
2023-100897,2024-01-10,1,Vente,97007.66,175,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0244,2,2,Appartement,48,2,,0.60319,45.06987
2023-COR-XL2,2023-11-01,1,Vente,155632.56,4,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0499,1,2,Appartement,9251,3,,0.535735,45.126235
2023-100322,2024-10-25,1,Vente,972862.55,24,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000A0894,2,1,Maison,204,8,261,-0.582658,44.86188
2023-100887,2023-12-30,1,Vente,420574.96,58,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000Z0399,1,2,Appartement,89,4,,-0.547926,44.80466
2023-100682,2023-09-16,1,Vente,159572.67,14,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000E0222,1,2,Appartement,53,2,,-0.984617,45.972981
2023-COR-T17,2024-10-22,1,Vente,297726.12,119,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000C0543,0,3,Dependance,99,4,1457,-0.997339,45.966292
2023-100372,2023-09-17,1,Vente,265378.89,150,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0313,1,1,Maison,151,5,123,0.588667,45.082379
2023-100368,2024-05-09,1,Vente,152327.88,155,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0207,0,2,Appartement,85,4,,0.508419,45.122114
2023-100656,2025-05-28,1,Vente,159983.02,15,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0612,1,2,Appartement,91,3,,0.544922,45.10574
2023-100320,2024-11-04,1,Vente,202611.68,97,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000Z0543,0,2,Appartement,88,3,,-0.956551,45.904035
2023-100889,2024-02-14,1,Vente,128458.81,169,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0435,0,2,Appartement,83,3,,0.599997,45.109705
2023-100674,2024-07-28,1,Vente,280697.62,158,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0364,0,1,Maison,192,8,1474,0.517986,45.118539
2023-100586,2024-07-26,1,Vente,100518.87,92,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0752,1,2,Appartement,54,2,,0.561426,45.093722
2023-100038,2024-03-21,1,Vente,64326.66,128,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0928,1,2,Appartement,34,1,,0.580635,45.0471
2023-100852,2024-01-16,1,Vente,636966.73,43,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000C0464,2,1,Maison,176,8,1355,-0.57693,44.811786
2023-100534,2024-05-07,1,Vente,279299.29,99,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000A0564,2,2,Appartement,71,3,,-0.544591,44.806973
2023-100723,2023-05-18,1,Vente,209807.43,14,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0684,0,2,Appartement,95,3,,0.508657,45.078105
2023-100422,2024-04-12,1,Vente,283550.78,99,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000D0300,0,2,Appartement,93,3,,-0.980858,45.970437
2023-100058,2023-08-18,1,Vente,100674.3,43,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0081,0,2,Appartement,58,3,,0.578519,45.059228
2023-100379,2023-01-08,1,Vente,307315.5,3,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000Z0816,0,2,Appartement,52,2,,-0.561594,44.8348
2023-100790,2025-04-16,1,Vente,274790.18,57,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0050,1,1,Maison,187,7,648,0.56778,45.122279
2023-100711,2023-06-10,1,Vente,128564.1,144,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000E0757,1,2,Appartement,50,2,,-0.960342,45.973676
2023-100830,2023-10-12,1,Vente,212590.49,142,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000A0904,2,1,Maison,72,3,1122,-0.954505,45.980408
2023-100384,2023-12-21,1,Vente,520673.05,140,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000A0930,2,2,Appartement,88,3,,-0.568692,44.86999
2023-100525,2024-12-16,1,Vente,430121.67,137,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000Z0674,1,2,Appartement,91,3,,-0.604228,44.806359
2023-100664,2024-02-24,1,Vente,540272.82,160,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000E0144,2,1,Maison,185,7,2033,-0.95849,45.919817
2023-100305,2024-01-13,1,Vente,10847.53,101,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0854,0,1,Maison,111,5,1390,0.544256,45.065191
2023-COR-T10,2024-04-06,1,Vente,197802.03,116,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000D0843,0,4,Dependance,81,4,,-0.985055,45.910976
2023-100139,2024-07-12,1,Vente,243378.11,28,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000D0029,1,2,Appartement,60,3,,-0.547513,44.855378
2023-100781,2023-05-20,1,Vente,526904.64,20,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000D0743,0,1,Maison,130,6,131,-0.581049,44.803488
2023-100882,2025-02-03,1,Vente,77610.09,73,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0727,2,2,Appartement,52,2,,0.590395,45.072768
2023-100236,2024-01-06,1,Vente,238153.58,76,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000C0210,2,2,Appartement,89,3,,-0.917453,45.940039
2023-100199,2024-06-04,1,Vente,152932.92,179,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0234,2,1,Maison,110,4,1251,0.589699,45.109806
2023-100772,2025-02-02,1,Vente,529215.56,97,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000Z0968,0,1,Maison,186,6,2141,-0.995646,45.948767
2023-100102,2023-03-10,1,Vente,122032.36,47,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0018,2,1,Maison,89,4,308,0.579396,45.113209
2023-COR-XL0,2023-09-30,1,Vente,1352953.72,122,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000Z0718,0,2,Appartement,3328,3,,-0.955885,45.910558
2023-100198,2025-06-14,1,Vente,347289.33,74,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000C0082,0,1,Maison,84,4,908,-0.544998,44.818732
2023-100835,2024-04-26,1,Vente,9749.73,70,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0143,0,2,Appartement,44,2,,0.54018,45.103928
2023-100510,2023-11-27,1,Vente,63589.55,31,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0417,0,2,Appartement,41,2,,0.522163,45.053884
2023-100851,2023-02-01,1,Vente,93645.3,104,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000D0012,0,2,Appartement,48,2,,-0.969034,45.970967
2023-100316,2023-11-13,1,Vente,715681.63,136,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000E0653,0,1,Maison,207,8,460,-0.611558,44.864428
2023-100304,2024-10-04,1,Vente,182042.63,77,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0052,0,1,Maison,96,4,2370,0.54232,45.098805
2023-100766,2024-06-28,1,Vente,99487.28,138,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0250,0,1,Maison,82,3,564,0.525607,45.103079
2023-100785,2023-04-12,1,Vente,571410.42,84,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000C0305,0,1,Maison,190,6,197,-0.997129,45.912119
2023-100028,2023-04-24,2,Vente,22495.18,177,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000A0575,2,1,Maison,166,6,181,-0.991387,45.920294
2023-100601,2023-06-18,1,Vente,156026.69,48,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0292,0,1,Maison,89,4,760,0.533445,45.105376
2023-100444,2024-02-08,1,Vente,792998.4,147,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000D0965,0,1,Maison,182,6,1669,-0.583569,44.840701
2023-100659,2023-04-01,1,Vente,77219.46,147,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0520,0,2,Appartement,51,2,,0.568226,45.053578
2023-100566,2023-11-12,1,Vente,1199556.3,111,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0458,2,2,Appartement,74,3,,0.559115,45.089062
2023-100593,2024-11-14,1,Vente,225597.84,15,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000Z0354,1,2,Appartement,74,2,,-0.993659,45.902585
2023-100745,2024-05-31,1,Vente,75723.34,74,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0893,0,2,Appartement,42,1,,0.508536,45.082069
2023-100061,2023-03-01,1,Vente,346496.1,180,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000C0483,0,2,Appartement,60,2,,-0.57701,44.818035
2023-100004,2024-01-20,1,Vente,168592.68,41,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0339,1,1,Maison,107,4,319,0.530342,45.108438
2023-COR-XL5,2024-11-13,1,Vente,348717.52,100,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000E0386,0,2,Appartement,5158,4,,-0.597494,44.802885
2023-100638,2023-01-07,1,Vente,168673.06,41,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000B0411,0,2,Appartement,41,2,,-0.623255,44.819903
2023-100134,2024-04-01,1,Vente,86233.3,95,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000C0807,0,2,Appartement,40,1,,-1.001908,45.917771
2023-100432,2023-02-14,1,Vente,204467.13,76,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000A0536,2,2,Appartement,42,2,,-0.544831,44.798703
2023-100452,2024-07-05,1,Vente,60717.17,22,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0266,1,2,Appartement,42,2,,0.599642,45.072378
2023-100272,2023-07-29,1,Vente,227093.68,139,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000D0191,0,2,Appartement,83,4,,-0.933126,45.902705
2023-100370,2024-12-10,1,Vente,942989.69,31,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000A0759,0,1,Maison,176,6,578,-0.554227,44.848567
2023-100023,2023-08-09,1,Vente,91371.93,16,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0564,0,2,Appartement,46,2,,0.57088,45.120774
2023-100224,2023-09-07,1,Vente,302336.91,178,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000C0653,1,1,Maison,70,3,1966,-0.563568,44.84637
2023-100312,2023-04-09,1,Vente,363041.53,77,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0928,0,1,Maison,194,8,226,0.596201,45.057135
2023-100754,2024-10-26,1,Vente,274840.31,105,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000E0136,0,1,Maison,117,4,253,-0.960645,45.949996
2023-100152,2024-08-25,1,Vente,180060.75,21,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0073,0,2,Appartement,95,4,,0.556977,45.06778
2023-100595,2023-04-25,1,Vente,96673.12,158,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0020,0,2,Appartement,75,3,,0.520255,45.063675
2023-100533,2025-01-31,1,Vente,69220.73,164,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000C0095,0,2,Appartement,31,1,,-0.941425,45.949814
2023-100065,2023-01-26,1,Vente,217204.69,3,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000D0889,2,2,Appartement,70,2,,-0.939424,45.929451
2023-100283,2024-03-05,1,Vente,632178.34,31,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000B0023,0,1,Maison,130,6,1010,-0.532138,44.857649
2023-100610,2023-09-08,1,Vente,114930.16,43,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000A0178,2,2,Appartement,49,2,,-0.972052,45.979962
2023-100211,2023-10-19,1,Vente,155385.82,15,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000C0990,0,2,Appartement,65,3,,-0.932873,45.910528
2023-100262,2025-03-12,1,Vente,223432.81,87,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000E0565,2,1,Maison,76,3,2223,-0.944885,45.901404
2023-100840,2023-12-22,1,Vente,321474.86,138,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000C0383,0,1,Maison,155,5,1055,-0.918112,45.938128
2023-100089,2024-03-07,1,Vente,124184.04,126,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000C0778,0,2,Appartement,54,3,,-1.000793,45.934206
2023-100758,2023-07-20,1,Vente,389936.3,153,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000E0574,2,1,Maison,184,8,656,-0.91294,45.920182
2023-100016,2024-09-12,1,Vente,225644.13,160,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000Z0210,0,2,Appartement,68,2,,-0.543943,44.844344
2023-100385,2025-03-02,1,Vente,356876.14,83,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000D0780,2,1,Maison,149,5,1233,-0.945406,45.920018
2023-100476,2023-09-03,1,Vente,240243.16,78,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000Z0912,0,2,Appartement,42,2,,-0.555147,44.860387
2023-100537,2023-09-04,1,Vente,146168.39,149,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0968,0,2,Appartement,73,3,,0.57273,45.098567
2023-100512,2023-01-24,1,Vente,353455.73,36,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000B0593,0,2,Appartement,73,3,,-0.625621,44.84736
2023-100482,2023-10-22,1,Vente,169617.59,22,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000D0007,1,1,Maison,73,3,2050,-1.005384,45.96665
2023-100459,2024-12-02,1,Vente,366453.78,63,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000C0971,0,1,Maison,138,6,474,-0.932867,45.97259
2023-100802,2025-06-17,1,Vente,139317.1,177,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0570,1,2,Appartement,80,3,,0.5125,45.088361
2023-100845,2023-04-24,1,Vente,188738.76,129,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000D0262,2,2,Appartement,87,4,,-0.938474,45.954971
2023-100653,2024-01-20,1,Vente,491587.12,71,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000D0861,2,1,Maison,204,8,1336,-1.011213,45.976993
2023-COR-V11,2023-11-05,1,Vente,,25,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0792,1,2,Appartement,80,4,,0.540495,45.087601
2023-100131,2025-03-12,1,Vente,91478.02,8,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000A0118,1,2,Appartement,44,2,,-0.931664,45.976393
2023-COR-D2,n/a,1,Vente,71406.5,90,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0496,0,2,Appartement,42,2,,0.542088,45.122721
2023-100325,2023-02-21,1,Vente,120663.15,96,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000C0410,0,2,Appartement,51,2,,-0.966412,45.911874
2023-100168,2024-08-16,1,Vente,237368.43,67,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0667,0,1,Maison,135,6,2014,0.507174,45.094556
2023-100783,2023-08-25,1,Vente,283852.55,29,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000A0417,0,1,Maison,103,4,358,-0.991452,45.965181
2023-COR-XL4,2024-06-06,1,Vente,329304.01,58,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0152,2,1,Maison,5515,7,1060,0.510544,45.097992
2023-100602,2023-07-17,1,Vente,809179.15,160,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000D0738,1,1,Maison,203,7,2188,-0.579714,44.846553
2023-100704,2024-03-14,1,Vente,333596.65,36,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000D0216,1,2,Appartement,81,3,,-0.529354,44.804747
2023-100632,2024-09-06,1,Vente,82595.03,67,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0637,0,2,Appartement,56,2,,0.524634,45.076205
2023-100784,2024-12-05,1,Vente,90086.23,128,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000B0176,2,2,Appartement,37,2,,-0.932198,45.922414
2023-100003,2023-01-29,1,Vente,120250.43,41,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000B0531,2,2,Appartement,67,3,,-0.974515,45.903792
2023-100703,2023-04-02,1,Vente,505594.53,150,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000A0720,2,2,Appartement,87,3,,-0.602548,44.807376
2023-100083,2023-11-12,1,Vente,415935.38,13,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0804,0,1,Maison,193,8,693,0.582458,45.102042
2023-100176,2024-12-12,1,Vente,120088.4,177,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0540,0,2,Appartement,76,3,,0.553921,45.053973
2023-100415,2025-05-03,1,Vente,505414.47,9,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000E0149,0,2,Appartement,84,4,,-0.530783,44.855115
2023-100338,2024-09-08,1,Vente,194270.95,150,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0560,0,1,Maison,88,3,2317,0.531508,45.114564
2023-100389,2025-02-23,1,Vente,103310.64,101,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0130,1,2,Appartement,80,4,,0.578546,45.054355
2023-100263,2025-02-07,1,Vente,269044.72,54,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000C0423,1,1,Maison,81,3,1720,-0.624077,44.849099
2023-100348,2023-08-13,1,Vente,684791.65,128,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000Z0255,0,1,Maison,141,5,2369,-0.555717,44.799437
2023-COR-T19,2024-11-08,1,Vente,138973.81,169,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000Z0982,0,3,Dependance,35,1,,-0.583369,44.823838
2023-100267,2025-06-05,1,Vente,185499.19,121,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000E0907,0,2,Appartement,51,2,,-0.62442,44.864018
2023-100623,2023-06-20,1,Vente,1121171.59,139,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000E0174,1,1,Maison,204,8,1317,-0.538491,44.854672
2023-100575,2025-04-05,1,Vente,267446.88,137,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000C0340,0,1,Maison,123,4,1520,-0.953878,45.950304
2023-100879,2025-03-29,1,Vente,33466.42,113,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0180,1,2,Appartement,28,1,,0.544957,45.061177
2023-100463,2025-05-11,1,Vente,885233.56,34,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000E0568,1,1,Maison,149,5,1745,-0.627641,44.841185
2023-100798,2024-06-02,1,Vente,138092.69,70,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0896,0,2,Appartement,95,5,,0.565758,45.079101
2023-COR-T0,2024-02-24,1,Vente,,8,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000D0692,1,4,Local industriel. commercial ou assimile,66,2,,-0.590852,44.869645
2023-100265,2023-04-24,1,Vente,114946.26,85,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0159,0,2,Appartement,84,4,,0.51003,45.108767
2023-100197,2025-03-21,1,Vente,172518.08,147,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0661,0,1,Maison,85,3,1381,0.601726,45.090402
2023-COR-S19,2024-04-07,1,Vente,144843.86,134,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000C0777,0,2,Appartement,-12,1,,-0.595769,44.810242
2023-100645,2023-08-11,1,Vente,112353.55,128,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000E0166,2,2,Appartement,40,1,,-0.940491,45.944543
2023-100340,2023-04-24,1,Vente,406197.32,118,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000B0148,0,2,Appartement,87,4,,-0.532515,44.866111
2023-100323,2024-03-01,1,Vente,74464.89,10,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0360,0,2,Appartement,56,2,,0.53162,45.059181
2023-100450,2025-03-14,1,Vente,47162.1,108,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0980,0,2,Appartement,33,1,,0.513567,45.056923
2023-100574,2024-12-08,1,Vente,145036.48,5,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000B0507,0,2,Appartement,28,1,,-0.588001,44.82026
2023-100523,2023-08-01,1,Vente,117982.4,65,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000E0598,0,2,Appartement,68,2,,-0.958735,45.946568
2023-100666,2024-10-22,1,Vente,179971.59,150,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000B0937,0,1,Maison,87,4,481,-0.968545,45.911979
2023-COR-S6,2023-08-25,1,Vente,275108.7,5,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0930,2,1,Maison,-12,9,1278,0.547863,45.124156
2023-100846,2025-03-03,1,Vente,579517.55,87,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000B0580,0,1,Maison,117,4,1246,-0.557859,44.846092
2023-100174,2025-02-14,1,Vente,593651.73,170,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000C0549,0,1,Maison,172,6,505,-0.561689,44.81623
2023-100110,2025-03-18,1,Vente,503181.36,89,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000B0417,0,1,Maison,130,6,909,-0.596284,44.846101
2023-100853,2024-07-17,1,Vente,158907.23,33,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0931,1,1,Maison,122,6,468,0.580209,45.051416
2023-100898,2023-10-22,1,Vente,166586.29,93,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000E0485,2,2,Appartement,40,2,,-0.599351,44.799174
2023-COR-V12,2023-04-12,1,Vente,,84,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000C0305,0,1,Maison,190,6,197,-0.997129,45.912119
2023-100327,2025-01-14,1,Vente,123729.54,108,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0408,1,2,Appartement,67,3,,0.526273,45.077125
2023-100462,2025-06-03,1,Vente,72687.37,1,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0266,1,2,Appartement,35,1,,0.598807,45.047252
2023-100454,2024-07-20,1,Vente,216335.77,89,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000A0840,1,2,Appartement,80,3,,-0.912923,45.954074
2023-100796,2024-08-24,1,Vente,342032.09,5,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000C0965,0,2,Appartement,93,3,,-0.576912,44.854473
2023-100530,2024-04-06,1,Vente,197802.03,116,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000D0843,0,2,Appartement,81,4,,-0.985055,45.910976
2023-100445,2024-02-28,1,Vente,130035.49,67,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0259,2,1,Maison,74,3,852,0.556757,45.048678
2023-100833,2023-12-12,1,Vente,70009.44,3,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0700,0,2,Appartement,40,2,,0.528384,45.125019
2023-100615,2023-02-12,1,Vente,288802.1,20,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0489,2,1,Maison,197,7,1715,0.510659,45.091589
2023-100012,2025-06-16,1,Vente,110464.82,15,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000D0176,0,2,Appartement,61,3,,-0.984884,45.974088
2023-100464,2024-01-28,1,Vente,145313.18,26,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0958,0,2,Appartement,83,3,,0.531916,45.087395
